,,,Common Name,Molecular Formula,Molecular Weight (average),Monoisotopic Mass,CAS # (without dashes),Classification 1,Classification 2,"M7412AA = CF, 40-min Method RT","RI (M7412AA = CF, 40-min)","M7411AA = CP, 40-min Method RT","RI (M7411AA = CF, 40-min)","M7412AA = CF, 20-min Method RT","RI (M7412AA = CF, 20-min)","M7414AA = CF, 5x15 Method RT",User Field,Formal CAS #,Common Name,Method RT,ISTD,Precursor Ion,MS1 Resolution,Product Ion,MS2 Resolution,Dwell Time (ms),CE (V),Left RT Delta,Right RT Delta,RT Window,Response Scaled within the Database,Relative Intensity of Transitions,Quant (Q0) and Qual,Target Compounds,Chinese Name,China GB Method Group,Japanese Name,,Synonym(s),,,,,
7-907,7,907,Oxadiazon,C15H18Cl2N2O3,345.2,344.0694,19666309,Herbicide,Oxadiazolone,23.666,2202,24.456,2198,11.627,2213,11.563,,19666-30-9,Oxadiazon,11.627,false,257.8,Wide,112.0,Wide,10,30,0.1,0.1,0.1,290,15%,Q7,#N/A,噁草酮,A,オキサジアゾン,,,,,,,
0-908,0,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,163.0,Wide,132.1,Wide,10,5,0.1,0.1,0.1,2600,100%,Q0,Target,噁霜灵,A,オキサジキシル,,,,,,,
1-908,1,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,163.0,Wide,117.1,Wide,10,25,0.1,0.1,0.1,1040,40%,Q1,Target,噁霜灵,A,オキサジキシル,,,,,,,
2-908,2,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,132.0,Wide,117.1,Wide,10,15,0.1,0.1,0.1,1010,39%,Q2,Target,噁霜灵,A,オキサジキシル,,,,,,,
3-908,3,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,232.9,Wide,146.1,Wide,10,10,0.1,0.1,0.1,600,23%,Q3,Target,噁霜灵,A,オキサジキシル,,,,,,,
4-908,4,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,132.0,Wide,90.0,Wide,10,35,0.1,0.1,0.1,270,10%,Q4,Target,噁霜灵,A,オキサジキシル,,,,,,,
5-908,5,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,146.0,Wide,91.0,Wide,10,15,0.1,0.1,0.1,90,3%,Q5,Target,噁霜灵,A,オキサジキシル,,,,,,,
6-908,6,908,Oxadixyl,C14H18N2O4,278.3,278.1267,77732093,Fungicide,Anilide,25.113,2288,25.901,2279,12.434,2310,12.444,,77732-09-3,Oxadixyl,12.434,false,232.9,Wide,118.0,Wide,10,25,0.1,0.1,0.1,70,3%,Q6,Target,噁霜灵,A,オキサジキシル,,,,,,,
0-909,0,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,98.0,Wide,58.0,Wide,10,10,0.1,0.1,0.1,340,100%,Q0,#N/A,杀线威,,,,,,,,,
1-909,1,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,98.0,Wide,69.0,Wide,10,0,0.1,0.1,0.1,170,50%,Q1,#N/A,杀线威,,,,,,,,,
2-909,2,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,162.0,Wide,114.9,Wide,10,10,0.1,0.1,0.1,30,9%,Q2,#N/A,杀线威,,,,,,,,,
3-909,3,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,115.0,Wide,72.0,Wide,10,10,0.1,0.1,0.1,20,6%,Q3,#N/A,杀线威,,,,,,,,,
4-909,4,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,145.0,Wide,71.9,Wide,10,20,0.1,0.1,0.1,20,6%,Q4,#N/A,杀线威,,,,,,,,,
5-909,5,909,Oxamyl,C7H13N3O3S,219.3,219.0678,23135220,"Insecticide, Nematicide",N-Methyl Carbamate,11.027,1542,9.006,1540,6.303,1550,5.474,,23135-22-0,Oxamyl,6.303,false,145.0,Wide,60.9,Wide,10,10,0.1,0.1,0.1,20,6%,Q5,#N/A,杀线威,,,,,,,,,
0-910,0,910,Oxycarboxin,C12H13NO4S,267.3,267.0565,5259881,Fungicide,Carboxamide,27.206,2416,27.878,2408,13.482,2442,13.751,,5259-88-1,Oxycarboxin,13.482,false,266.8,Wide,175.1,Wide,10,10,0.1,0.1,0.1,1120,100%,Q0,#N/A,氧化萎锈灵,A,オキシカルボキシン,,,,,,,
1-910,1,910,Oxycarboxin,C12H13NO4S,267.3,267.0565,5259881,Fungicide,Carboxamide,27.206,2416,27.878,2408,13.482,2442,13.751,,5259-88-1,Oxycarboxin,13.482,false,175.1,Wide,147.0,Wide,10,5,0.1,0.1,0.1,370,33%,Q1,#N/A,氧化萎锈灵,A,オキシカルボキシン,,,,,,,
2-910,2,910,Oxycarboxin,C12H13NO4S,267.3,267.0565,5259881,Fungicide,Carboxamide,27.206,2416,27.878,2408,13.482,2442,13.751,,5259-88-1,Oxycarboxin,13.482,false,93.0,Wide,66.0,Wide,10,15,0.1,0.1,0.1,280,25%,Q2,#N/A,氧化萎锈灵,A,オキシカルボキシン,,,,,,,
3-910,3,910,Oxycarboxin,C12H13NO4S,267.3,267.0565,5259881,Fungicide,Carboxamide,27.206,2416,27.878,2408,13.482,2442,13.751,,5259-88-1,Oxycarboxin,13.482,false,266.8,Wide,93.0,Wide,10,5,0.1,0.1,0.1,220,20%,Q3,#N/A,氧化萎锈灵,A,オキシカルボキシン,,,,,,,
0-911,0,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,78.9,Wide,47.0,Wide,10,10,0.1,0.1,0.1,7025,100%,Q0,#N/A,,,,,Methylmercaptophos oxide,,,,,
1-911,1,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,142.0,Wide,78.9,Wide,10,20,0.1,0.1,0.1,6009,86%,Q1,#N/A,,,,,Methylmercaptophos oxide,,,,,
2-911,2,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,109.0,Wide,78.9,Wide,10,5,0.1,0.1,0.1,5910,84%,Q2,#N/A,,,,,Methylmercaptophos oxide,,,,,
3-911,3,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,168.0,Wide,78.9,Wide,10,25,0.1,0.1,0.1,2625,37%,Q3,#N/A,,,,,Methylmercaptophos oxide,,,,,
4-911,4,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,142.0,Wide,47.0,Wide,10,35,0.1,0.1,0.1,2341,33%,Q4,#N/A,,,,,Methylmercaptophos oxide,,,,,
5-911,5,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,92.9,Wide,62.9,Wide,10,10,0.1,0.1,0.1,2046,29%,Q5,#N/A,,,,,Methylmercaptophos oxide,,,,,
6-911,6,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,168.0,Wide,109.0,Wide,10,15,0.1,0.1,0.1,1440,20%,Q6,#N/A,,,,,Methylmercaptophos oxide,,,,,
7-911,7,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,124.9,Wide,47.0,Wide,10,20,0.1,0.1,0.1,1421,20%,Q7,#N/A,,,,,Methylmercaptophos oxide,,,,,
8-911,8,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,109.0,Wide,47.0,Wide,10,15,0.1,0.1,0.1,1172,17%,Q8,#N/A,,,,,Methylmercaptophos oxide,,,,,
9-911,9,911,Oxydementon methyl,C6H15O4PS2,246.3,246.0149,301122,Insecticide ,Organophosphorus,4.975,,4.956,,4.238,,3.701,,301-12-2,Oxydementon methyl,4.238,false,124.9,Wide,78.9,Wide,10,10,0.1,0.1,0.1,888,13%,Q9,#N/A,,,,,Methylmercaptophos oxide,,,,,
0-912,0,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,200.0,Wide,108.0,Wide,10,20,0.1,0.1,0.1,80,100%,Q0,#N/A,,,,,,,,,,
1-912,1,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,200.0,Wide,171.0,Wide,10,20,0.1,0.1,0.1,40,50%,Q1,#N/A,,,,,,,,,,
2-912,2,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,200.0,Wide,80.0,Wide,10,35,0.1,0.1,0.1,40,50%,Q2,#N/A,,,,,,,,,,
3-912,3,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,108.0,Wide,80.0,Wide,10,20,0.1,0.1,0.1,30,38%,Q3,#N/A,,,,,,,,,,
4-912,4,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,108.0,Wide,53.0,Wide,10,20,0.1,0.1,0.1,20,25%,Q4,#N/A,,,,,,,,,,
5-912,5,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,201.0,Wide,171.9,Wide,10,20,0.1,0.1,0.1,10,13%,Q5,#N/A,,,,,,,,,,
6-912,6,912,"Oxydianiline, 4,4'-",C12H12N2O,200.0,200.0950,101804,Pollutant,SemiVOC,22.070,2112,22.237,2100,10.977,2135,10.707,,101-80-4,"Oxydianiline, 4,4'-",10.977,false,171.1,Wide,127.0,Wide,10,20,0.1,0.1,0.1,0,0%,Q6,#N/A,,,,,,,,,,
0-913,0,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,252.0,Wide,196.0,Wide,10,20,0.1,0.1,0.1,290,100%,Q0,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
1-913,1,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,252.0,Wide,146.0,Wide,10,30,0.1,0.1,0.1,220,76%,Q1,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
2-913,2,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,299.9,Wide,222.8,Wide,10,15,0.1,0.1,0.1,190,66%,Q2,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
3-913,3,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,361.0,Wide,299.8,Wide,10,15,0.1,0.1,0.1,120,41%,Q3,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
4-913,4,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,361.0,Wide,251.8,Wide,10,15,0.1,0.1,0.1,60,21%,Q4,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
5-913,5,913,Oxyfluorfen,C15H11ClF3NO4,361.7,361.0329,42874033,Herbicide,Diphenyl ether,23.890,2216,24.719,2212,11.706,2222,11.574,,42874-03-3,Oxyfluorfen,11.706,false,280.0,Wide,168.8,Wide,10,30,0.1,0.1,0.1,50,17%,Q5,#N/A,乙氧氟草醚,B,オキシフルオルフェン,,,,,,,
0-914,0,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,236.0,Wide,125.1,Wide,10,10,0.1,0.1,0.1,1070,100%,Q0,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
1-914,1,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,125.1,Wide,89.0,Wide,10,20,0.1,0.1,0.1,470,44%,Q1,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
2-914,2,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,236.0,Wide,167.1,Wide,10,10,0.1,0.1,0.1,460,43%,Q2,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
3-914,3,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,138.0,Wide,103.1,Wide,10,15,0.1,0.1,0.1,270,25%,Q3,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
4-914,4,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,167.1,Wide,132.1,Wide,10,10,0.1,0.1,0.1,180,17%,Q4,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
5-914,5,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,167.1,Wide,103.1,Wide,10,15,0.1,0.1,0.1,170,16%,Q5,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
6-914,6,914,Paclobutrazol,C15H20ClN3O,293.8,293.1295,76738620,plant growth regulator,n/a,22.278,2124,22.540,2113,11.086,2148,10.837,,76738-62-0,Paclobutrazol,11.086,false,138.0,Wide,77.1,Wide,10,30,0.1,0.1,0.1,150,14%,Q6,#N/A,多效唑,B,パクロブトラゾール,,,,,,,
0-915,0,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,108.9,Wide,81.0,Wide,10,10,0.1,0.1,0.1,510,100%,Q0,#N/A,,A,,,,,,,,
1-915,1,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,108.9,Wide,91.0,Wide,10,5,0.1,0.1,0.1,270,53%,Q1,#N/A,,A,,,,,,,,
2-915,2,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,148.9,Wide,119.0,Wide,10,5,0.1,0.1,0.1,170,33%,Q2,#N/A,,A,,,,,,,,
3-915,3,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,148.9,Wide,91.0,Wide,10,10,0.1,0.1,0.1,170,33%,Q3,#N/A,,A,,,,,,,,
4-915,4,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,148.9,Wide,102.0,Wide,10,15,0.1,0.1,0.1,160,31%,Q4,#N/A,,A,,,,,,,,
5-915,5,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,219.8,Wide,93.9,Wide,10,20,0.1,0.1,0.1,90,18%,Q5,#N/A,,A,,,,,,,,
6-915,6,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,219.8,Wide,174.1,Wide,10,10,0.1,0.1,0.1,70,14%,Q6,#N/A,,A,,,,,,,,
7-915,7,915,Paraoxon,C10H14NO6P,275.2,275.0559,311455,Breakdown,Organophosphorus,18.636,1927,17.339,1922,9.318,1940,8.760,,311-45-5,Paraoxon,9.318,false,274.7,Wide,98.8,Wide,10,15,0.1,0.1,0.1,30,6%,Q7,#N/A,,A,,,,,,,,
0-916,0,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,108.9,Wide,79.0,Wide,10,5,0.1,0.1,0.1,670,100%,Q0,#N/A,,D,,,,,,,,
1-916,1,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,229.9,Wide,106.1,Wide,10,15,0.1,0.1,0.1,530,79%,Q1,#N/A,,D,,,,,,,,
2-916,2,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,229.9,Wide,136.1,Wide,10,5,0.1,0.1,0.1,460,69%,Q2,#N/A,,D,,,,,,,,
3-916,3,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,229.9,Wide,200.1,Wide,10,5,0.1,0.1,0.1,340,51%,Q3,#N/A,,D,,,,,,,,
4-916,4,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,246.9,Wide,95.9,Wide,10,10,0.1,0.1,0.1,190,28%,Q4,#N/A,,D,,,,,,,,
5-916,5,916,Paraoxon-methyl,C8H10NO6P,247.1,247.0246,950356,Breakdown,Organophosphorus,16.508,1818,14.547,1814,8.420,1833,7.722,,950-35-6,Paraoxon-methyl,8.420,false,200.0,Wide,106.1,Wide,10,10,0.1,0.1,0.1,160,24%,Q5,#N/A,,D,,,,,,,,
0-917,0,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,109.0,Wide,81.0,Wide,10,15,0.1,0.1,0.1,4363,100%,Q0,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
1-917,1,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,139.0,Wide,109.0,Wide,10,5,0.1,0.1,0.1,3090,71%,Q1,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
2-917,2,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,291.0,Wide,109.0,Wide,10,15,0.1,0.1,0.1,2899,66%,Q2,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
3-917,3,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,109.0,Wide,91.0,Wide,10,5,0.1,0.1,0.1,1766,40%,Q3,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
4-917,4,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,139.0,Wide,81.0,Wide,10,15,0.1,0.1,0.1,1655,38%,Q4,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
5-917,5,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,291.0,Wide,81.0,Wide,10,35,0.1,0.1,0.1,1588,36%,Q5,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
6-917,6,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,291.0,Wide,137.1,Wide,10,5,0.1,0.1,0.1,1057,24%,Q6,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
7-917,7,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,235.0,Wide,139.0,Wide,10,5,0.1,0.1,0.1,542,12%,Q7,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
8-917,8,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,139.0,Wide,65.0,Wide,10,25,0.1,0.1,0.1,491,11%,Q8,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
9-917,9,917,Parathion,C10H14NO5PS,291.0,291.0330,56382,Insecticide,Organophosphorus,20.019,2000,19.263,1993,9.972,2017,9.512,,56-38-2,Parathion,9.972,false,109.0,Wide,65.0,Wide,10,15,0.1,0.1,0.1,476,11%,Q9,Target,对硫磷,A,パラチオン,,Parathion A; Parathion ethyl,,,,,
0-918,0,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,262.9,Wide,109.0,Wide,10,10,0.1,0.1,0.1,1790,100%,Q0,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
1-918,1,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,125.0,Wide,47.0,Wide,10,10,0.1,0.1,0.1,1500,84%,Q1,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
2-918,2,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,125.0,Wide,79.0,Wide,10,5,0.1,0.1,0.1,1340,75%,Q2,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
3-918,3,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,109.0,Wide,79.0,Wide,10,5,0.1,0.1,0.1,1000,56%,Q3,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
4-918,4,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,262.9,Wide,79.0,Wide,10,30,0.1,0.1,0.1,170,9%,Q4,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
5-918,5,918,Parathion-methyl,C8H10NO5PS,263.2,263.0017,298000,"Insecticide, Nematicide",Organophosphorus,18.103,1899,16.577,1894,9.139,1919,8.537,,298-00-0,Parathion-methyl,9.139,false,232.9,Wide,109.0,Wide,10,10,0.1,0.1,0.1,90,5%,Q5,Target,甲基对硫磷,A,パラチオンメチル,,,,,,,
0-919,0,919,Pebulate,C10H21NOS,203.3,203.1344,1114712,Herbicide,Thiocarbamate,9.622,1468,7.957,1466,5.820,1474,5.014,,1114-71-2,Pebulate,5.820,false,128.0,Wide,57.1,Wide,10,5,0.1,0.1,0.1,4030,100%,Q0,#N/A,克草敌,B,,,,,,,,
1-919,1,919,Pebulate,C10H21NOS,203.3,203.1344,1114712,Herbicide,Thiocarbamate,9.622,1468,7.957,1466,5.820,1474,5.014,,1114-71-2,Pebulate,5.820,false,128.0,Wide,72.0,Wide,10,0,0.1,0.1,0.1,1350,33%,Q1,#N/A,克草敌,B,,,,,,,,
2-919,2,919,Pebulate,C10H21NOS,203.3,203.1344,1114712,Herbicide,Thiocarbamate,9.622,1468,7.957,1466,5.820,1474,5.014,,1114-71-2,Pebulate,5.820,false,161.0,Wide,128.1,Wide,10,5,0.1,0.1,0.1,580,14%,Q2,#N/A,克草敌,B,,,,,,,,
